date,time,sender,message,source_file,trans
,PM 12:23,선우,오늘 날씨 좋다 더비 오늘 하루 힘내🫶🫶 밥 많이 먹어 두번 먹어 세번 먹어,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\03\window_0006.xml,今天天氣很好，DERBY 今天也加油🫶🫶 飯要多吃，吃兩次、吃三次
,PM 2:01,선우,이제 슬슬 장마 시작하나보다 더비 우산 챙기고 따뜻하게 입어 걱정되니까☔️☔️,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\03\window_0006.xml,現在好像慢慢要進入梅雨季了，DERBY 記得帶傘，穿暖一點，我會擔心☔️☔️
,PM 2:03,선우,사랑해!,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\03\window_0006.xml,愛你！
,AM 10:28,선우,오늘도 좋은 하루 보내 더비 좋은 생각하구💕,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\03\window_0007.xml,今天也過個美好的一天，DERBY，想些好的事情💕
,AM 10:28,선우,사랑해💕💕,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\03\window_0007.xml,愛你💕💕
,AM 10:29,선우,더비 보고싶다 ㅋ😬,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\03\window_0007.xml,想 DERBY 了ㅋ😬
,AM 10:30,선우,아 오늘 난 곧 보긴 하구나,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\03\window_0007.xml,啊，今天我等等就能見到了呢
,AM 10:31,선우,나 브링그린 영통회 이또,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\03\window_0008.xml,我有 Bring Green 視訊簽售
,AM 10:31,선우,잘하구 오껭,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\03\window_0008.xml,我會好好做完回來的
,AM 10:32,선우,ʕ•ﻌ•ʔฅ오늘은 좀 쉬나 ?,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\03\window_0008.xml,ʕ•ﻌ•ʔฅ 今天有休息一下嗎？
,AM 10:34,선우,뭘하던 내 생각은 같이 해주셈,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\03\window_0008.xml,不管做什麼，都要順便想我一下
,PM 1:35,선우,[media/no text],C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\03\window_0009.xml,
,PM 1:35,선우,자,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\03\window_0010.xml,來
,PM 1:36,선우,play_video,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\03\window_0011.xml,播放影片
,PM 1:36,선우,알잘딱깔센,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\03\window_0012.xml,知道分寸、俐落到位
,AM 4:39,선우,파리에도 비가 오네요,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\03\window_0012.xml,巴黎也下雨了呢
,AM 8:16,선우,더비 보고싶구만,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\03\window_0013.xml,想 DERBY 了呢
,AM 8:17,선우,audio_play,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\03\window_0013.xml,播放音訊
,AM 8:27,선우,audio_play,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\03\window_0013.xml,播放音訊
,AM 8:40,선우,좋은 하루 보내💕,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\03\window_0013.xml,過個美好的一天💕
,AM 8:40,선우,여긴 새벽 3시 다 되어가는데,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\03\window_0013.xml,這裡快凌晨 3 點了
,AM 8:40,선우,혼자 호텔에 있으니까 적적해서 더비 찾아써 ㅋ,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\03\window_0014.xml,一個人在飯店有點寂寞，所以來找 DERBY 了ㅋ
,AM 8:40,선우,난 이제 잔다☔️✨,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\03\window_0014.xml,我現在要睡了☔️✨
,AM 8:41,선우,굿나잇🤭🫶🫶,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\03\window_0014.xml,Good night🤭🫶🫶
,AM 8:41,선우,뿅💕,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\03\window_0014.xml,咻💕
,AM 1:40,선우,더비 보고싶어!!!,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\03\window_0015.xml,DERBY 我想你!!!
,AM 1:40,선우,쇼 잘 마쳤어요!!,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\03\window_0015.xml,秀順利結束了!!
,AM 2:17,선우,프롬 리밑틷에디션,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\03\window_0015.xml,fromm limited edition
,AM 2:17,선우,[media/no text],C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\03\window_0016.xml,
,AM 2:18,선우,이따 인스타로 사진 많이 올릴게요 사랑해요,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\03\window_0016.xml,等等會在 Instagram 上傳很多照片，我愛你們
,AM 2:38,선우,[media/no text],C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\03\window_0017.xml,
,AM 2:38,선우,프롬 해주는 더비들 예뻐서 나중에 올릴 힙합체리 두개 더 보내요,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\03\window_0017.xml,因為用 fromm 的 DERBY 們很漂亮，所以再送兩張之後會上傳的嘻哈櫻桃
,AM 2:39,선우,[media/no text],C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\03\window_0018.xml,
,AM 2:42,선우,못봤던 스타일링일텐데 이런 모습도 좋아해줬으면 좋겠다 늦었을 텐데 얼른 자요🫶 나중에 인스타로도 올릴테니 잘 봐주고💕 고마워! 관심 가져줘서! 얼른 자 잘 자🤭🫶,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\03\window_0019.xml,應該是沒看過的造型，希望你們也喜歡這樣的樣子。應該很晚了，快睡吧🫶 之後也會上傳到 Instagram，要好好看喔💕 謝謝你們關注！快睡，晚安🤭🫶
,PM 1:15,선우,더비야 모해💕💕💕,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\03\window_0019.xml,DERBY 啊，在幹嘛💕💕💕
,PM 1:15,선우,7월도 잘 부탁해🫶✨,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\03\window_0019.xml,7 月也請多多關照🫶✨
,PM 1:16,선우,하는 것들 준비하는 것들 다 잘 되길!!!!!!!!,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\03\window_0019.xml,正在做的事、準備的事都順順利利!!!!!!!!
,PM 1:16,선우,비나이다 비나이다,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\03\window_0020.xml,祈求祈求
,PM 1:17,선우,인스타 예전에 올렸다가 뭐 같이 올려야하는데 잘못올려서 삭제한 사진들 다시 주께,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\03\window_0020.xml,以前上傳到 Instagram 後，因為有些要一起發卻發錯所以刪掉的照片，我再給你
,PM 1:18,선우,왤케 느려,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\03\window_0022.xml,怎麼這麼慢
,PM 1:19,선우,[media/no text],C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\03\window_0023.xml,
,PM 10:49,선우,ʕ•ﻌ•ʔฅ,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\03\window_0025.xml,ʕ•ﻌ•ʔฅ
,PM 10:49,선우,오늘도 고생했어,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\03\window_0025.xml,今天也辛苦了
,PM 10:49,선우,잘 자💕!,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\03\window_0025.xml,晚安💕！
,PM 10:50,선우,난 오늘 하루 크고작은 스케쥴을 5개를 해버린 슈스의 삶을 체험해봤어 고로 난,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\03\window_0025.xml,我今天體驗了一天跑了 5 個大大小小行程的超級巨星生活，所以我
,PM 10:50,선우,기절할개,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\03\window_0026.xml,要昏倒了
,PM 10:50,선우,게,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\03\window_0026.xml,啦
,PM 10:50,선우,잘 자 알라뷰,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\03\window_0026.xml,晚安，I love you
,PM 10:50,선우,체리해^^,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\03\window_0026.xml,Cherry hae^^
,PM 10:50,선우,방토해^^,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\03\window_0026.xml,小番茄 hae^^
,PM 10:50,선우,방토해는 어감 때문에 체리로 가겠습니다,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\03\window_0027.xml,因為「小番茄 hae」語感的關係，還是用 Cherry
,PM 10:51,선우,정신 체리자,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\03\window_0027.xml,打起精神來，Cherry 子
,PM 10:51,선우,ㅈㅅ,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\03\window_0027.xml,抱歉
,PM 10:51,선우,잘게 굿나잇💕💕,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\03\window_0027.xml,我要睡了，Good night💕💕
,PM 10:51,선우,너도 항상 행복해,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\03\window_0027.xml,你也要一直幸福
,PM 10:51,선우,사랑해요,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\03\window_0028.xml,我愛你
,PM 10:51,선우,✨,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\03\window_0028.xml,✨
,PM 10:53,선우,그냥 너가 주는 마음들이 너무 소중해 내가 꼭 아끼고 간직하고 있으께 진짜 가께 안뇽🍒,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\03\window_0028.xml,只是你給我的心意都太珍貴了，我一定會珍惜並好好收藏，真的要走了，掰🍒
,PM 12:32,선우,오늘 덥당 그래도 쫀하루🌸🥵💝,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\03\window_0029.xml,今天好熱啊，不過也要有美好的一天🌸🥵💝
,AM 8:55,선우,넘 졸리당 오늘도 빳팅이야💕,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\03\window_0029.xml,好睏啊，今天也 fighting💕
,AM 8:55,선우,더우니까 손풍기 들고 다녀 울이쁜 더비들,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\03\window_0029.xml,太熱了，我漂亮的 DERBY 們要帶手持風扇出門
,PM 3:04,선우,오늘 날씨 짱 더워!!!!!!!!,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\03\window_0030.xml,今天天氣超級熱!!!!!!!!
,PM 3:05,선우,"집에 있어,,, 일정없으면 ,,있어도 실내에만 이써,,,",C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\03\window_0030.xml,"待在家裡吧,,, 沒行程的話,, 有行程也只待在室內,,,"
,PM 3:06,선우,오오,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\03\window_0030.xml,喔喔
,PM 3:06,선우,우와,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\03\window_0030.xml,哇
,PM 3:07,선우,답장기능 생겨따,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\03\window_0030.xml,有回覆功能了
,PM 3:07,선우,누구는 해달라고 하고 누구는 질투나서 하지말아달라고 하넼,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\03\window_0031.xml,有人說希望我回覆，有人又因為吃醋叫我不要回覆呢ㅋ
,PM 3:07,선우,이런 걸로 질투하는 거 보면,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\03\window_0031.xml,會因為這種事吃醋的話
,PM 3:08,선우,분명 액희 겠지,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\03\window_0031.xml,一定是小寶寶吧
,PM 3:08,선우,그래도 난 할 것임,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\03\window_0031.xml,不過我還是會回
,PM 3:08,선우,질투는 견뎌야 성장하는 법,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\03\window_0032.xml,嫉妒是要撐過去才會成長的
,PM 3:09,선우,내가 첫번째다!🫶,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\03\window_0032.xml,我是第一個！🫶
,PM 3:09,선우,건강하세요,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\03\window_0032.xml,請健康
,PM 3:10,선우,"당신이 답장 받는 그날까지,, 허ㅏ이팅💕",C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\03\window_0032.xml,"直到你收到回覆的那天為止,, fighting💕"
,PM 3:10,선우,근데 다 읽긴함,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\03\window_0032.xml,不過我都有讀啦
,PM 3:11,선우,워아이니!,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\03\window_0033.xml,我愛你！
,PM 3:11,선우,어쨌든,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\03\window_0033.xml,總之
,PM 3:11,선우,이번 컨셉 뭐일 것 갘아,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\03\window_0033.xml,你覺得這次概念會是什麼
,PM 3:14,선우,나도 모르겠어 청량일지 청양일지..,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\03\window_0033.xml,我也不知道，是清涼還是青陽..
,PM 3:16,선우,뭔가 드라마나 영화 작가님 섭외해서 트레일러부터 의미부여 하나씩 다해서 뮤비까지 다 이어지게 더비들이 궁예하면서 막 해석하는 재미있게 만드는 거 하고 싶따,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\03\window_0034.xml,有點想邀請電視劇或電影編劇，從 trailer 開始一個一個都賦予意義，連到 MV，讓 DERBY 們一邊推測一邊解釋，做成那種有趣的東西
,PM 3:16,선우,그런게 재밌는데 그치 ㅋ,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\03\window_0034.xml,那種很好玩，對吧ㅋ
,PM 3:17,선우,더비 섭외합니다,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\03\window_0034.xml,徵召 DERBY
,PM 3:18,선우,트레일러는 의미는 있지만 뮤비까지 이어지진 않구 트레일러 자체로 의미가 마무리 되는 것이여,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\03\window_0034.xml,trailer 雖然有意義，但不會一路連到 MV，而是 trailer 本身的意義會在那裡收尾
,PM 3:19,선우,나중에 나도 기획할 수 있는 짬이 오면 내 상상력과 캐해력으로 만들어보고 싶다,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\03\window_0035.xml,以後如果我也到了能企劃的資歷，想用我的想像力和角色理解力做看看
,PM 3:19,선우,너무 할 맛날 듯,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\03\window_0035.xml,感覺會超有動力
,PM 3:19,선우,플러스 더비의 의견 참고해서 하면 넘무너무 조을뜻,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\03\window_0035.xml,再加上參考 DERBY 的意見來做，感覺會非常非常好
,PM 3:20,선우,엄청나게 큰 댐이 부서지면서 그 안에 더비가 있는 장면부터 시작,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\03\window_0035.xml,從一座超巨大的水壩崩塌，裡面有 DERBY 的畫面開始
,PM 3:21,선우,인류는 떠올랐다,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\03\window_0036.xml,人類想起了
,PM 3:21,선우,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\03\window_0036.xml,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
,PM 3:21,선우,나 춤추러 가야함,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\03\window_0036.xml,我得去跳舞了
,PM 3:21,선우,으앙,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\03\window_0036.xml,嗚앙
,PM 3:21,선우,다녀올게,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\03\window_0037.xml,我去去就回
,PM 3:21,선우,😩🫶💕,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\03\window_0037.xml,😩🫶💕
,PM 2:20,선우,비온다 서울 ㅠㅜ,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\03\window_0037.xml,首爾下雨了ㅠㅜ
,PM 2:21,선우,우산 챙기세용,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\03\window_0037.xml,請記得帶傘
,PM 2:21,선우,비 안오면 양산도 챙기시구여ㅎㅎ,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\03\window_0038.xml,如果沒下雨，也請帶陽傘ㅎㅎ
,PM 2:21,선우,아니 여러분,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\03\window_0038.xml,不是，各位
,PM 2:21,선우,이거,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\03\window_0038.xml,這個
,PM 2:21,선우,나 최근에,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\03\window_0038.xml,我最近
,PM 2:21,선우,브링그린에서,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\03\window_0038.xml,從 Bring Green 那邊
,PM 2:21,선우,또 뭐 주셔서 받았는데,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\03\window_0039.xml,又收到他們給的東西
,PM 2:21,선우,립밤,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\03\window_0039.xml,護唇膏
,PM 2:22,선우,있거든 그거 킥임 진짜,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\03\window_0039.xml,有喔，那個真的是亮點
,PM 2:22,선우,그거 써봐 ㄹㅇ,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\03\window_0039.xml,那個你真的用看看，ㄹㅇ
,PM 2:22,선우,진짜,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\03\window_0039.xml,真的
,PM 2:22,선우,나 장담함,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\03\window_0040.xml,我保證
,PM 2:22,선우,진짜 추천함 내가 모델 아녔어도 추천함,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\03\window_0040.xml,真的推薦，就算我不是代言人也會推薦
,PM 2:22,선우,ㄱㄷ,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\03\window_0040.xml,等一下
,PM 2:22,선우,브링그린 립 에센스,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\03\window_0040.xml,Bring Green 護唇精華
,PM 2:22,선우,있거든 하늘색,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\03\window_0040.xml,有一個天藍色的
,PM 2:23,선우,그거 ㄹㅇ 입술이,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\03\window_0041.xml,那個真的會讓嘴唇
,PM 2:23,선우,쫀ㅡ쫀 해짐,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\03\window_0041.xml,變得很～～Q 彈
,PM 2:23,선우,그,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\03\window_0041.xml,那個
,PM 2:23,선우,대나무,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\03\window_0041.xml,竹子
,PM 2:23,선우,히룰렐루,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\03\window_0041.xml,hi-ru-le-lu
,PM 2:23,선우,어쩌구,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\03\window_0042.xml,什麼什麼的
,PM 2:23,선우,히알루야?,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\03\window_0042.xml,是玻尿酸嗎？
,PM 2:23,선우,어쨌든,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\03\window_0042.xml,總之
,PM 2:24,선우,그거 써봐 진짜 진짜 진짜 킥이야 ㅋ,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\03\window_0042.xml,那個真的真的真的用看看，超讚ㅋ
,PM 2:24,선우,서누으 요즘 꿀템 공유 끝,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\03\window_0042.xml,善旴最近愛用品分享結束
,PM 2:25,선우,[media/no text],C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\03\window_0043.xml,
,PM 2:25,선우,이건 걍 심심해서 찍었던 사진 ㅋㅋ,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\03\window_0045.xml,這只是無聊才拍的照片ㅋㅋ
,PM 2:25,선우,이 쪼끄만 건 무시해,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\03\window_0045.xml,這個小小的東西就無視吧
,PM 2:26,선우,염색은,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\03\window_0046.xml,染髮的話
,PM 2:26,선우,활동이랑 콘서트 시기 때,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\03\window_0046.xml,要在活動跟演唱會時期
,PM 2:26,선우,그 전엔 보색트리트먼트로 해야하고,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\03\window_0046.xml,在那之前要先用補色護髮處理
,PM 2:26,선우,머리가 빨리 자라서,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\03\window_0046.xml,因為頭髮長得很快
,PM 2:26,선우,좀 나눠서 해야함,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\03\window_0046.xml,所以得分開來做
,PM 2:27,선우,계석 빠질 때마다 하면,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\03\window_0047.xml,如果每次掉色都一直補
,PM 2:27,선우,활동때쯤은,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\03\window_0047.xml,到活動的時候
,PM 2:27,선우,까까머리가 될 것임,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\03\window_0047.xml,就會變成平頭了
,PM 2:29,선우,마이크 색 변하나ㅑ고?,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\03\window_0047.xml,你問麥克風顏色會不會變？
,PM 2:29,선우,나 변해 ㅠㅠ,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\03\window_0047.xml,我會變ㅠㅠ
,PM 2:29,선우,더 개쩌는 빨강으로 ㅋ,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\03\window_0048.xml,變成更炸的紅色ㅋ
,PM 2:30,선우,너무 잼민이 단어 썼다,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\03\window_0048.xml,剛剛用了太小屁孩的詞
,PM 2:30,선우,ㅈㅅ,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\03\window_0048.xml,抱歉
,PM 2:31,선우,움빠움빠쬽은 살면서 처음 들어보는 잼민 단어네요,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\03\window_0048.xml,「umppa umppa jjop」是我人生第一次聽到的小屁孩用語呢
,PM 2:32,선우,우리 모두 움빠움빠쬽 💕 입술이 되어보아용🫶,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\03\window_0049.xml,我們都來變成 umppa umppa jjop💕 的嘴唇吧🫶
,PM 2:32,선우,ʕ•ﻌ•ʔฅ,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\03\window_0049.xml,ʕ•ﻌ•ʔฅ
,PM 2:33,선우,ʕ•ﻌ•ʔฅ,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\03\window_0049.xml,ʕ•ﻌ•ʔฅ
,PM 2:33,선우,사랑해 ㅋ,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\03\window_0050.xml,愛你ㅋ
,PM 2:33,선우,어제 내 동생 생신이셨는데,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\03\window_0050.xml,昨天是我妹妹生日
,PM 2:34,선우,갖고싶은 거 말해 라고 하니까,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\03\window_0050.xml,我問她「說吧，想要什麼」
,PM 2:34,선우,기분 좋을 때 말하겠대,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\03\window_0051.xml,她說等我心情好的時候再講
,PM 2:34,선우,그니까 내 기분 좋을 때,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\03\window_0051.xml,所以等我心情好的時候
,PM 2:34,선우,뭘 말할지 감도 안 와서,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\03\window_0051.xml,她到底會說什麼我完全猜不到
,PM 2:34,선우,무서움,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\03\window_0051.xml,有點可怕
,PM 2:35,선우,그래서 기분 계속 나쁠 예정임,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\03\window_0051.xml,所以我打算心情一直不好
,PM 2:35,선우,그래도 내동생,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\03\window_0052.xml,不過我妹妹
,PM 2:36,선우,사치품이나 쓸데없는 건 절대 말 안 함,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\03\window_0052.xml,絕對不會說什麼奢侈品或沒用的東西
,PM 2:36,선우,차도 아빠랑 같이 동생 사줬는데 맨날 할머니 할아버지 모시고 셋이 놀러다녀,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\03\window_0052.xml,車也是我跟爸爸一起買給妹妹的，她每天都載奶奶爺爺三個人出去玩
,PM 2:36,선우,"너무 착하고 듬직한 내 동생,,,",C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\03\window_0052.xml,"我妹妹真的又善良又可靠,,,"
,PM 2:36,선우,내가 바쁘니까 장녀처럼 계속 할무이 할부지 모시고 놀러다녀줄 때마다 기특해,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\03\window_0053.xml,因為我很忙，所以她像長女一樣一直帶奶奶爺爺出去玩，每次都覺得她好乖
,PM 2:37,선우,너도 내 동생할텨?,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\03\window_0053.xml,你也要當我妹妹嗎？
,PM 2:37,선우,옵빠 해바,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\03\window_0053.xml,叫聲哥哥看看
,PM 2:38,선우,더보이즈 시그는 사드릴게요,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\03\window_0053.xml,我會幫你買 THE BOYZ Season’s Greetings
,PM 2:38,선우,왜요 ㅜㅜ,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\03\window_0053.xml,為什麼啦ㅜㅜ
,PM 2:39,선우,맞다 응원봉 새로 나왔더라,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\03\window_0054.xml,對了，應援棒好像出新版了
,PM 2:39,선우,난 좀 아예 다른 스탈으로 변경하는 거에 투표했었는데,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\03\window_0054.xml,我本來是投票給乾脆換成完全不同風格的
,PM 2:39,선우,그래도 실물보면 귀여울 거야,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\03\window_0054.xml,不過實品看的話應該會很可愛
,PM 2:40,선우,발광이 조음,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\03\window_0054.xml,發光很不錯
,PM 2:40,선우,발광입니다,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\03\window_0055.xml,是發光啦
,PM 2:40,선우,어지럽네요,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\03\window_0055.xml,頭好暈呢
,PM 2:42,선우,응... 그것도 보고 어질어질 했지 ㅋ,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\03\window_0055.xml,嗯... 那個我也看得暈暈的ㅋ
,PM 2:42,선우,라면 못 넣어 먹어서 안 산다는 건 뭔데,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\03\window_0055.xml,說因為不能把泡麵放進去煮所以不買是怎樣
,PM 2:43,선우,더비들 참 특이해 ㅋ,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\03\window_0055.xml,THE B 們真的很特別ㅋ
,PM 2:43,선우,저,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\03\window_0056.xml,我
,PM 2:43,선우,연습하고 올게여 누님들,C:\Users\yuyao\Desktop\fromm抓取\fromm_dump\03\window_0056.xml,去練習了喔，姐姐們
